ticker,total_debt,shares_outstanding,total_revenue,debt_to_revenue,revenue_per_share
SCCO,23253900000.0,819095460.0,11433400000.0,2.0338569454405513,13.958568394457956
SDVKY,154274000000.0,1254385923.0,122878000000.0,1.2555054607008578,97.95868858773856
SDZNY,17553000000.0,430701660.0,10384000000.0,1.6903890600924498,24.1094961184965
SGAPY,37850600000.0,1651282654.0,14146100000.0,2.675691533355483,8.566734450781677
SGIOY,43764000000.0,1701953938.0,438268000000.0,0.09985670868053337,257.5087317081081
SGPYY,,238849847.0,2332000000.0,,9.763456118102516
SGSOY,13174000000.0,1935656360.0,6794000000.0,1.939063879894024,3.509920531555508
SHECY,50523000000.0,3746339776.0,2561249000000.0,0.01972592278220509,683.6670331954429
SHW,43393000000.0,247893513.0,23098500000.0,1.8786068359417278,93.17912244036818
SHZHY,40633532000.0,1503222397.0,28662938000.0,1.417633181915964,19.067662946748925
SITC,,52462340.0,277467000.0,,5.288879603921594
SKFRY,62105000000.0,426420244.0,98722000000.0,0.6290897672251372,231.51339878694878
SLB,44752000000.0,1493923635.0,36289000000.0,1.2332111659180467,24.29106759529914
SMCAY,15123000000.0,1265912140.0,792108000000.0,0.019092093502401188,625.721149968591
SMCI,,596971133.0,21972042000.0,,36.80587014246801
SMMNY,1655000000.0,2243111308.0,22363000000.0,0.07400617090730224,9.969634551902494
SMNEY,9542000000.0,795535712.0,34465000000.0,0.2768605832003482,43.323007980815824
SMNNY,,864654840.0,450993000000.0,,521.5873191665705
SNA,,52007557.0,5108400000.0,,98.22418691960478
SNN,12273000000.0,423903661.0,5810000000.0,2.112392426850258,13.705944379659416
SNPS,,185748673.0,6127436000.0,,32.98777806073478
SNY,60371000000.0,2435976446.0,44286000000.0,1.3632073341462314,18.179978740237786
SONVY,5857900000.0,298039920.0,3865400000.0,1.5154705851917007,12.969403561777899
SOTGY,19580369000.0,108900980.0,38294491000.0,0.5113103344290436,351.6450540665474
SOUHY,,896930894.0,5780000000.0,,6.444197695346638
SQM,17729277000.0,142818904.0,4528761000.0,3.914818423847052,31.709814829555057
SSDOY,1105081000000.0,399524700.0,990586000000.0,1.11558309929678,2479.4111603112397
SSMXY,161829000000.0,623180031.0,508643000000.0,0.31815831536067535,816.2055500780319
STE,8320781000.0,98147009.0,5459515000.0,1.5240879455409502,55.625892787013
STLD,12334564000.0,146034859.0,17540390000.0,0.7032092216877732,120.1109798038015
STN,6658300000.0,114066995.0,7500000000.0,0.8877733333333333,65.75083353427519
STX,,213558113.0,9097000000.0,,42.597304650280364
SU,46584000000.0,1201266687.0,54881000000.0,0.848818352435269,45.68594184282079
SUI,29363800000.0,123436693.0,3200400000.0,9.175040619922509,25.927460645757904
SW,53525000000.0,522186327.0,21109000000.0,2.5356483016722726,40.42426794526162
SWKS,,148679767.0,4086900000.0,,27.487936539475477
SXYAY,21340700000.0,1604445150.0,11763100000.0,1.814207139274511,7.331568798098209
SYK,50736000000.0,382423648.0,22595000000.0,2.245452533746404,59.083689301557
SZKMY,2175897000000.0,482318616.0,5825161000000.0,0.3735342250626206,12077.41274493954
T,525612000000.0,7089449495.0,122336000000.0,4.296462202458802,17.25606481663778
TCOM,,653603432.0,53294000000.0,,81.53873953342399
TECH,,155812701.0,1219635000.0,,7.827571129775871
TEL,21773000000.0,294189246.0,17262000000.0,1.2613254547561117,58.67651600018037
TER,,156608303.0,2819880000.0,,18.005941868867577
TFII,10785956000.0,82287807.0,8396830000.0,1.2845271370267113,102.04221386043257
TGT,66868000000.0,454399148.0,106566000000.0,0.6274796839517295,234.52068620515988
TJX,,1112938750.0,56360000000.0,,50.640702374681446
TMICY,0.0,131850270.0,272638000000.0,0.0,2067.7849199702055
TMO,121091000000.0,375708059.0,42879000000.0,2.824016418293337,114.1285074217692
TMSNY,2730798000.0,68984148.0,1044105000.0,2.6154438490381713,15.135433723121434
TOELY,0.0,916805542.0,2431568000000.0,0.0,2652.217824398797
TPL,906000.0,22979410.0,705823000.0,0.0012836079300334504,30.715453529920918
TPR,11487600000.0,204649752.0,7010700000.0,1.6385810261457487,34.257065701208376
TRI,9939000000.0,444842487.0,7258000000.0,1.369385505648939,16.31588756044339
TRMB,,237920962.0,3683300000.0,,15.481191606816049
TRNO,3275678000.0,102861798.0,382621000.0,8.561155817375418,3.7197580388396476
TRUMY,,1475053073.0,1036171000000.0,,702.4635377306183
TS,,519467488.0,12523934000.0,,24.109177743189196
TSCO,14261405000.0,528403595.0,14883231000.0,0.958219690334713,28.166407535512697
TSLA,35124000000.0,3325819167.0,97690000000.0,0.3595455010748285,29.37321456599808
TSM,3112371000000.0,5186523104.0,2894307700000.0,1.0753421275837396,558.0439230604843
TT,17491100000.0,221739004.0,19838200000.0,0.8816878547448861,89.4664431702778
TTD,624430000.0,440318931.0,2444831000.0,0.25540824703220794,5.552409464765892
TTNDY,5528547000.0,366172988.0,14621616000.0,0.37810779601926353,39.9308973604574
TTWO,14077900000.0,184778832.0,5633600000.0,2.4989172110195965,30.48834078570212
TWLO,3780171000.0,151612818.0,4458036000.0,0.8479453732540518,29.40408376289134
TXN,51184000000.0,908623020.0,15641000000.0,3.2724250367623555,17.21395964632285
TYL,,43027728.0,2137803000.0,,49.68431054505132
UAL,115809000000.0,323737989.0,57063000000.0,2.0294937174701646,176.26290994227435
UBER,35353000000.0,2077830381.0,43978000000.0,0.8038792123334394,21.165346508618597
UCBJY,10119000000.0,379992422.0,6152000000.0,1.6448309492847855,16.189796542837374
UI,,60499655.0,2573545000.0,,42.53817645736988
UL,113512000000.0,2451887221.0,60761000000.0,1.8681720182353811,24.781319254650988
ULTA,3846468000.0,44838364.0,11295654000.0,0.340526365272874,251.91940544485522
UMC,204983469000.0,2511055669.0,232302584000.0,0.8823985746107758,92.51192112857933
UNICY,80553000000.0,3479869370.0,988981000000.0,0.08145050309358826,284.20061066832517
UNP,126294000000.0,593160889.0,24250000000.0,5.208,40.882668513230314
UPMMY,12700000000.0,527324046.0,10339000000.0,1.228358642035013,19.60653999836753
UPS,87760000000.0,738990054.0,91070000000.0,0.9636543318326563,123.23575873187598
VIPS,9115325000.0,415198210.0,108420832000.0,0.08407355700793737,261.1302972621197
VLO,39349000000.0,305009539.0,129881000000.0,0.30296194208544747,425.8260263788012
VLTO,9631000000.0,248297345.0,5193000000.0,1.8546119776622376,20.914440305432986
VMC,21712700000.0,132130905.0,7417700000.0,2.927147228925408,56.13902364477107
VRSN,6980900000.0,92700000.0,1557400000.0,4.482406575060999,16.800431499460625
VRT,10919400000.0,382338313.0,8011800000.0,1.362914700816296,20.9547401544349
VRTX,3499000000.0,253718831.0,11020100000.0,0.31751073039264616,43.43430070430996
VWDRY,,2995525877.0,17295000000.0,,5.773610614681397
WAB,15214000000.0,170957186.0,10387000000.0,1.46471550977183,60.75790227384768
WAT,,59534740.0,2958387000.0,,49.69177659967945
WCN,32885944000.0,256023511.0,8919591000.0,3.686934075788901,34.838952739773966
WDAY,,217000000.0,8446000000.0,,38.92165898617512
WDC,16730000000.0,341899281.0,9520000000.0,1.7573529411764706,27.844457502676057
WELL,,686328043.0,7853618000.0,,11.442950758169735
WFAFY,,2270028256.0,45576000000.0,,20.077283126118058
WIT,585730000000.0,10472820522.0,890884000000.0,0.6574705573340637,85.06629117996833
WM,95186000000.0,402867051.0,22063000000.0,4.314281829306984,54.7649651298984
WPM,,454017886.0,1284639000.0,,2.829489849657597
WSM,,121790333.0,7711541000.0,,63.318169924044795
WST,,71943412.0,2893200000.0,,40.21494004204305
WTKWY,14834000000.0,227413570.0,5916000000.0,2.5074374577417173,26.014278743348516
WXXWY,12515898000.0,2045563627.0,18675371000.0,0.6701820274413826,9.129694502531356
WY,19678000000.0,720861000.0,7124000000.0,2.76221224031443,9.882626470290388
XIACY,,4306122127.0,365906350000.0,,84.97351891292516
XOM,135909000000.0,4217000000.0,339247000000.0,0.40061960754258696,80.44747450794404
XYL,7161000000.0,243469063.0,8562000000.0,0.8363700070077085,35.16668563348436
ZBH,24292900000.0,198181555.0,7678600000.0,3.163714739666085,38.74528081082016
ZBRA,8165000000.0,50660242.0,4981000000.0,1.6392290704677777,98.32167797382412
